"LastProcessedDate","Date","Emissions_Scope_Category","Emission_Activity_Category","Target_Renewable_Energy_Percentage","Total_Floor_Area_sqft","Target_Compensated_Emissions_tCO2e","Forecasted_Renewable_Energy_Cons","Forecasted_Emissions_Intensity_Reduc","Forecasted_Emissions_tCO2e","Actual_Renewable_Energy_Cons","Net_Emissions_Forecast_tCO2e","Headcount","Planned_Supplier_Emissions_Reduction","Required_Carbon_Credits_tCO2e","Actual_Emissions_Intensity","Planned_Carbon_Credits_tCO2e","Revenue","Planned_Operational_Emissions_Reduction","Final_Forecasted_Emissions_tCO2e","Actual_Emissions_tCO2e","Target_Emissions_tCo2e"
"2023-02-24","2027-10-14","Scope 3","Scope 3 Downstream Transportation Distribution",15,250000,,0,50,150000,,150000,250,0,150000,,0,150,250000,150000,,250000
"2023-02-24","2022-09-17","Scope 1","Data Center",,100000,100000,100000,,,30,250000,50,,,20,,300,0,0,50000,
"2023-02-24","2030-04-24","Scope 1","Private Jet",0,250000,0,200000,20,0,,,100,200000,50000,15,50000,150,,100000,,
"2023-02-24","2036-08-03","Scope 2","Fleet Vehicles",20,100000,200000,50000,10,50000,,100000,350,100000,200000,10,250000,200,100000,200000,,0
"2023-02-24","2033-02-08","Scope 3","Scope 3 Uncategorized Emissions",30,200000,50000,150000,,250000,,200000,200,150000,250000,25,,200,50000,100000,,150000
"2023-02-24","2039-02-18","Scope 2","Data Center",20,50000,250000,,0,200000,,0,150,,100000,0,100000,250,150000,0,,50000
"2023-02-24","2040-12-21","Scope 1","Private Jet",10,150000,150000,200000,40,,,50000,300,250000,0,30,200000,250,200000,200000,,100000
"2023-02-24","2021-02-13","Scope 3","Data Center",30,50000,250000,100000,,,70,0,150,,,10,,150,150000,50000,100000,
"2023-02-24","2035-12-13","Scope 2","Fleet Vehicles",0,200000,,250000,30,100000,,,100,50000,,0,150000,200,50000,150000,,200000
"2023-02-24","2032-07-15","Scope 3","Scope 3 Processing Sold Products",,250000,0,50000,10,,,150000,300,250000,100000,25,100000,150,,,,50000
"2023-02-24","2034-07-19","Scope 1","Commercial Building",15,150000,200000,0,,0,,100000,50,150000,150000,20,200000,150,0,250000,,
"2023-02-24","2038-07-27","Scope 2","Commercial Building",,200000,150000,150000,50,250000,,250000,200,0,200000,,,250,100000,0,,200000
"2023-02-24","2028-09-30","Scope 3","Scope 3 Upstream Leased Assets",30,100000,50000,,20,200000,,200000,250,100000,50000,15,150000,150,250000,150000,,250000
"2023-02-24","2029-05-02","Scope 1","Private Jet",20,250000,100000,150000,40,150000,,50000,350,50000,,30,50000,150,200000,50000,,150000
"2023-02-24","2037-02-19","Scope 3","Scope 3 Business Travel",15,50000,150000,200000,30,50000,,50000,300,,250000,10,250000,200,0,0,,100000
"2023-02-24","2025-10-27","Scope 2","Data Center",10,100000,250000,50000,0,100000,,100000,50,200000,0,0,0,150,200000,100000,,0
"2023-02-24","2026-08-27","Scope 1","Fleet Vehicles",0,200000,,150000,30,150000,,0,100,100000,150000,20,150000,150,250000,150000,,0
"2023-02-24","2025-01-01","Scope 2","Commercial Building",0,150000,0,150000,,0,,,250,0,200000,25,100000,200,,100000,,
"2023-02-24","2022-04-01","Scope 3","Scope 3 Purchased Goods Services",,150000,200000,,,,0,250000,200,,,30,,100,150000,200000,150000,
"2023-02-24","2032-09-30","Scope 1","Private Jet",30,150000,100000,100000,10,50000,,200000,350,,,,0,200,100000,250000,,200000
"2023-02-24","2030-11-13","Scope 3","Scope 3 Employee Commuting",15,100000,50000,0,0,250000,,150000,150,50000,100000,15,,150,50000,,,150000
"2023-02-24","2028-08-24","Scope 1","Data Center",20,250000,50000,250000,40,100000,,,100,250000,50000,20,50000,150,150000,,,50000
"2023-02-24","2024-01-02","Scope 2","Fleet Vehicles",10,50000,250000,150000,20,,,0,150,200000,0,10,250000,150,,0,,250000
"2023-02-24","2033-11-30","Scope 2","Commercial Building",,200000,200000,150000,50,200000,,250000,350,150000,250000,30,200000,150,200000,0,,100000
"2023-02-24","2038-06-11","Scope 1","Fleet Vehicles",10,200000,0,,40,200000,,150000,200,200000,100000,0,150000,200,250000,100000,,
"2023-02-24","2029-04-23","Scope 3","Scope 3 Fuel and Energy-Related Activity",20,50000,150000,100000,50,,,50000,50,150000,,15,0,200,0,50000,,100000
"2023-02-24","2027-09-26","Scope 3","Fleet Vehicles",15,100000,100000,0,10,100000,,100000,300,250000,0,25,,150,50000,250000,,150000
"2023-02-24","2034-07-23","Scope 2","Private Jet",0,250000,,250000,,50000,,200000,250,0,150000,,200000,200,100000,200000,,50000
"2023-02-24","2023-11-27","Scope 1","Data Center",30,200000,50000,50000,20,0,90,200000,350,,200000,0,250000,200,0,100000,250000,250000
"2023-02-24","2037-06-14","Scope 3","Private Jet",15,150000,100000,200000,30,250000,,0,250,50000,250000,15,100000,200,100000,150000,,200000
"2023-02-24","2031-09-19","Scope 2","Commercial Building",,150000,200000,150000,0,150000,,,300,100000,50000,,50000,200,50000,50000,,0
"2023-02-24","2035-01-17","Scope 1","Fleet Vehicles",0,250000,,150000,30,150000,,100000,150,150000,150000,10,150000,200,200000,100000,,100000
"2023-02-24","2020-06-14","Scope 3","Scope 3 Use of Sold Products",20,150000,0,200000,,,30,150000,100,,,25,,250,,,,
"2023-02-24","2039-06-08","Scope 1","Data Center",30,200000,150000,50000,10,100000,,50000,50,250000,250000,30,100000,200,150000,50000,,
"2023-02-24","2040-02-02","Scope 2","Private Jet",10,50000,250000,100000,50,,,250000,200,100000,0,20,50000,200,250000,250000,,150000
"2023-02-24","2041-09-10","Scope 2","Data Center",30,100000,100000,250000,,0,,250000,150,,,,250000,250,,100000,,0
"2023-02-24","2036-10-07","Scope 1","Commercial Building",20,150000,150000,0,40,50000,,0,50,50000,200000,0,,200,150000,150000,,200000
"2023-02-24","2026-07-04","Scope 3","Scope 3 Downstream Transportation Distribution",,50000,200000,,20,200000,,200000,350,200000,100000,10,0,150,0,200000,,50000
"2023-02-24","2021-08-26","Scope 1","Private Jet",0,100000,0,,,,,,200,,,25,,350,250000,0,150000,
"2023-02-24","2032-02-18","Scope 2","Fleet Vehicles",15,200000,50000,50000,0,250000,,150000,300,0,50000,15,200000,200,50000,250000,,250000
"2023-02-24","2038-12-21","Scope 3","Scope 3 Franchising",10,250000,,100000,0,,,100000,250,0,50000,30,0,200,200000,150000,,250000
"2023-02-24","2022-09-22","Scope 1","Commercial Building",,50000,250000,200000,,,0,50000,100,,,20,,150,100000,200000,0,
"2023-02-24","2023-04-28","Scope 2","Data Center",10,100000,,150000,40,0,20,0,100,,,10,150000,300,,0,50000,50000
"2023-02-24","2020-05-19","Scope 3","Scope 3 Upstream Transportation Distribution",30,200000,0,250000,,,70,150000,250,,,0,,350,100000,100000,200000,
"2023-02-24","2035-02-18","Scope 1","Private Jet",15,250000,200000,0,20,200000,,,200,100000,100000,15,,150,200000,50000,,150000
"2023-02-24","2040-06-01","Scope 3","Scope 3 Capital Goods",0,150000,100000,250000,30,100000,,100000,300,150000,150000,30,100000,250,0,,,100000
"2023-02-24","2039-05-11","Scope 2","Fleet Vehicles",20,250000,250000,0,,50000,,50000,50,50000,250000,,50000,250,50000,150000,,0
"2023-02-24","2036-01-04","Scope 2","Data Center",0,50000,150000,200000,10,250000,,200000,150,250000,200000,20,250000,200,250000,50000,,200000
"2023-02-24","2029-12-29","Scope 1","Fleet Vehicles",10,150000,50000,,50,150000,,250000,350,200000,0,25,200000,150,150000,150000,,
"2023-02-24","2028-11-20","Scope 3","Scope 3 Waste Generated in Operations",15,100000,100000,150000,,0,,150000,50,250000,150000,15,150000,150,,250000,,200000
"2023-02-24","2034-04-08","Scope 2","Commercial Building",,200000,50000,150000,40,200000,,250000,100,0,50000,10,50000,200,150000,0,,0
"2023-02-24","2037-08-09","Scope 3","Scope 3 End-Life Treatment of Sold Product",30,200000,,50000,50,250000,,100000,350,200000,0,30,100000,200,100000,0,,
"2023-02-24","2033-09-14","Scope 1","Private Jet",20,250000,0,100000,10,,,50000,300,150000,100000,20,250000,150,200000,,,150000
"2023-02-24","2021-01-31","Scope 3","Scope 3 Downstream Leased Assets",,50000,250000,250000,,,90,200000,250,,,,,100,250000,200000,100000,
"2023-02-24","2027-02-09","Scope 1","Data Center",20,200000,150000,,0,50000,,0,150,50000,,0,0,150,0,100000,,100000
"2023-02-24","2026-10-02","Scope 2","Commercial Building",30,200000,200000,100000,20,100000,,,200,100000,250000,25,200000,200,50000,150000,,250000
"2023-02-24","2031-11-08","Scope 3","Commercial Building",0,150000,,150000,30,150000,,50000,50,,200000,20,,150,50000,100000,,50000
"2023-02-24","2041-06-06","Scope 2","Fleet Vehicles",15,100000,150000,100000,20,100000,,0,100,50000,100000,0,250000,250,200000,,,150000
"2023-02-24","2030-12-05","Scope 1","Private Jet",10,150000,50000,0,,250000,,150000,200,250000,0,30,,150,,200000,,200000
"2023-02-24","2025-07-27","Scope 2","Private Jet",30,50000,100000,200000,10,,,200000,300,,,25,200000,150,250000,50000,,0
"2023-02-24","2024-03-04","Scope 3","Scope 3 Investments",,250000,200000,50000,40,200000,,100000,150,0,50000,10,0,150,100000,150000,,250000
"2023-02-24","2039-11-08","Scope 1","Data Center",20,200000,250000,200000,50,50000,,,350,100000,150000,15,150000,200,150000,0,,100000
"2023-02-24","2032-11-24","Scope 1","Commercial Building",10,100000,0,50000,30,150000,,250000,250,200000,250000,,100000,200,0,250000,,50000
"2023-02-24","2037-10-01","Scope 2","Fleet Vehicles",15,200000,0,,0,0,,200000,300,150000,200000,,50000,200,200000,50000,,
"2023-02-24","2025-02-19","Scope 3","Scope 3 Uncategorized Emissions",0,50000,100000,0,30,0,,,200,0,100000,25,200000,150,150000,,,50000
"2023-02-24","2023-08-15","Scope 3","Scope 3 Upstream Leased Assets",30,150000,,150000,0,200000,50,250000,100,100000,50000,0,,300,50000,250000,250000,0
"2023-02-24","2036-10-19","Scope 2","Commercial Building",15,200000,200000,150000,10,,,50000,50,250000,150000,20,0,200,0,0,,
"2023-02-24","2035-05-24","Scope 1","Private Jet",10,100000,250000,250000,50,150000,,0,250,200000,,30,100000,200,,200000,,150000
"2023-02-24","2040-09-09","Scope 1","Data Center",20,250000,150000,100000,,50000,,100000,350,,200000,15,50000,200,250000,100000,,100000
"2023-02-24","2022-02-12","Scope 2","Fleet Vehicles",,200000,50000,0,,,,150000,150,,,10,,200,100000,0,200000,
"2023-02-24","2026-08-22","Scope 3","Scope 3 Processing Sold Products",0,150000,50000,150000,40,250000,,,100,50000,250000,15,150000,150,150000,150000,,200000
"2023-02-24","2030-04-05","Scope 1","Private Jet",20,50000,,50000,20,100000,,250000,200,150000,0,0,250000,150,250000,100000,,250000
"2023-02-24","2029-05-15","Scope 2","Data Center",30,100000,150000,250000,40,50000,,0,250,250000,,30,50000,150,0,200000,,100000
"2023-02-24","2027-05-05","Scope 3","Scope 3 End-Life Treatment of Sold Product",10,250000,0,100000,30,100000,,100000,300,200000,250000,20,200000,150,,,,
"2023-02-24","2021-05-13","Scope 2","Commercial Building",0,50000,100000,,,,0,150000,50,,,25,,150,200000,,100000,
"2023-02-24","2031-06-24","Scope 1","Fleet Vehicles",15,200000,200000,200000,,0,,200000,150,50000,150000,,150000,200,50000,150000,,0
"2023-02-24","2041-07-11","Scope 3","Scope 3 Upstream Transportation Distribution",,150000,250000,50000,0,,,50000,350,100000,100000,10,,250,100000,150000,,50000
"2023-02-24","2028-09-05","Scope 1","Commercial Building",0,100000,,200000,10,250000,,100000,250,150000,0,25,100000,150,200000,250000,,250000
"2023-02-24","2038-10-13","Scope 2","Private Jet",,250000,200000,,20,200000,,200000,50,0,50000,0,250000,200,100000,50000,,200000
"2023-02-24","2020-04-29","Scope 3","Scope 3 Downstream Transportation Distribution",15,150000,100000,250000,,,20,0,350,,,10,,250,250000,0,150000,
"2023-02-24","2034-08-19","Scope 3","Scope 3 Franchising",30,250000,150000,150000,50,150000,,,150,,200000,,0,200,,0,,150000
"2023-02-24","2024-02-07","Scope 2","Data Center",10,50000,0,100000,30,0,,50000,100,,250000,20,150000,150,0,150000,,0
"2023-02-24","2033-06-08","Scope 1","Fleet Vehicles",20,100000,250000,0,40,,,250000,200,150000,200000,30,0,150,150000,150000,,250000
"2023-02-24","2036-09-22","Scope 1","Private Jet",15,200000,50000,0,50,150000,,150000,300,50000,0,15,200000,200,50000,,,200000
"2023-02-24","2038-02-26","Scope 2","Data Center",,250000,150000,250000,,100000,,50000,300,100000,150000,10,250000,250,200000,250000,,50000
"2023-02-24","2035-07-26","Scope 3","Fleet Vehicles",0,200000,250000,150000,10,250000,,0,250,250000,50000,30,100000,200,50000,50000,,150000
"2023-02-24","2037-07-14","Scope 1","Fleet Vehicles",30,150000,0,50000,0,50000,,250000,200,200000,100000,0,,200,150000,100000,,100000
"2023-02-24","2028-10-03","Scope 3","Data Center",10,100000,50000,100000,20,200000,,100000,350,0,,20,50000,150,100000,100000,,
"2023-02-24","2022-04-15","Scope 2","Commercial Building",20,50000,100000,200000,,,50,,100,,,15,,100,250000,,250000,
"2023-02-24","2020-09-30","Scope 2","Private Jet",0,200000,,,,,90,200000,150,,,,,300,0,200000,0,
"2023-02-24","2029-05-24","Scope 3","Private Jet",20,50000,200000,150000,10,0,,150000,50,200000,200000,25,100000,200,,,,50000
"2023-02-24","2027-02-16","Scope 1","Data Center",15,100000,150000,0,0,200000,,250000,250,250000,0,0,50000,150,0,100000,,
"2023-02-24","2021-09-18","Scope 1","Commercial Building",10,150000,200000,100000,,,70,50000,150,,,,,200,50000,250000,,
"2023-02-24","2032-02-27","Scope 3","Scope 3 Waste Generated in Operations",30,250000,50000,200000,20,100000,,200000,100,150000,50000,10,,200,200000,150000,,0
"2023-02-24","2041-09-07","Scope 2","Fleet Vehicles",,250000,0,,30,50000,,150000,300,,,20,250000,200,100000,0,,100000
"2023-02-24","2031-01-04","Scope 3","Scope 3 Business Travel",20,100000,250000,250000,50,,,100000,350,100000,150000,15,150000,150,,200000,,200000
"2023-02-24","2040-08-07","Scope 2","Data Center",0,50000,100000,50000,40,250000,,,200,50000,100000,30,200000,250,250000,50000,,250000
"2023-02-24","2026-01-25","Scope 1","Commercial Building",30,200000,,150000,,150000,,0,50,0,250000,25,0,150,150000,150000,,150000
"2023-02-24","2024-02-16","Scope 2","Private Jet",,150000,250000,,10,0,,150000,200,50000,250000,,0,150,250000,100000,,100000
"2023-02-24","2033-06-09","Scope 1","Fleet Vehicles",10,150000,150000,250000,,150000,,100000,350,0,0,0,50000,150,200000,150000,,200000
"2023-02-24","2034-07-22","Scope 3","Scope 3 Employee Commuting",15,50000,,50000,20,,,0,100,250000,100000,30,150000,150,50000,250000,,
"2023-02-24","2023-10-27","Scope 2","Commercial Building",,150000,0,100000,30,100000,30,250000,150,200000,50000,10,250000,350,100000,200000,50000,250000
"2023-02-24","2025-01-14","Scope 3","Scope 3 Uncategorized Emissions",20,250000,200000,200000,0,250000,,,50,,,15,200000,150,0,0,,150000
"2023-02-24","2030-05-20","Scope 1","Data Center",10,200000,50000,100000,40,200000,,50000,250,100000,150000,20,100000,150,,50000,,50000
"2023-02-24","2039-05-31","Scope 2","Fleet Vehicles",30,100000,100000,0,50,50000,,200000,300,150000,200000,25,,200,150000,,,0
"2023-02-24","2024-02-03","Scope 3","Scope 3 Use of Sold Products",15,100000,50000,,30,,,,250,0,,20,200000,150,250000,,,150000
"2023-02-24","2025-04-03","Scope 1","Private Jet",0,200000,,100000,50,150000,,50000,100,150000,0,0,250000,150,200000,50000,,200000
"2023-02-24","2040-09-07","Scope 2","Data Center",15,150000,250000,150000,40,0,,200000,300,100000,150000,,50000,200,150000,100000,,250000
"2023-02-24","2028-09-06","Scope 3","Scope 3 Fuel and Energy-Related Activity",30,250000,0,250000,10,200000,,100000,350,200000,250000,15,0,150,0,0,,
"2023-02-24","2030-01-12","Scope 1","Fleet Vehicles",,50000,200000,200000,20,250000,,150000,200,50000,100000,30,150000,200,50000,150000,,0
"2023-02-24","2038-03-18","Scope 3","Scope 3 Investments",10,200000,150000,0,,100000,,0,150,250000,50000,25,100000,200,100000,150000,,50000
"2023-02-24","2020-06-19","Scope 2","Commercial Building",0,150000,100000,50000,,,70,250000,50,,,10,,150,,,200000,
"2023-02-24","2031-06-26","Scope 1","Private Jet",20,100000,,50000,0,50000,,,150,,200000,0,,150,150000,200000,,100000
"2023-02-24","2036-06-03","Scope 1","Private Jet",30,50000,200000,250000,,250000,,0,100,0,250000,10,150000,200,,250000,,
"2023-02-24","2021-03-13","Scope 2","Data Center",20,250000,100000,0,,,,100000,300,,,30,,250,250000,150000,100000,
"2023-02-24","2027-01-02","Scope 3","Scope 3 Downstream Leased Assets",,50000,50000,100000,30,200000,,200000,50,250000,150000,,50000,150,50000,0,,50000
"2023-02-24","2023-06-25","Scope 3","Scope 3 Purchased Goods Services",15,200000,250000,150000,0,0,90,50000,200,150000,,20,100000,350,0,200000,250000,100000
"2023-02-24","2026-08-19","Scope 1","Fleet Vehicles",10,250000,0,200000,40,100000,,150000,250,200000,50000,15,,150,100000,150000,,0
"2023-02-24","2034-05-16","Scope 2","Commercial Building",0,150000,150000,100000,50,150000,,250000,350,,200000,25,250000,200,200000,0,,250000
"2023-02-24","2041-04-29","Scope 3","Scope 3 Capital Goods",,150000,50000,,20,50000,,0,300,50000,100000,15,200000,250,150000,,,200000
"2023-02-24","2033-01-14","Scope 1","Private Jet",15,100000,100000,,10,,,200000,150,100000,0,25,0,200,200000,250000,,150000
"2023-02-24","2039-10-16","Scope 2","Data Center",0,250000,,200000,,100000,,150000,350,50000,200000,0,0,250,,100000,,50000
"2023-02-24","2035-04-03","Scope 2","Fleet Vehicles",30,50000,150000,150000,40,,,50000,250,,100000,,50000,200,100000,50000,,
"2023-02-24","2029-03-26","Scope 3","Commercial Building",20,150000,250000,100000,10,0,,100000,200,250000,,10,200000,150,50000,100000,,250000
"2023-02-24","2032-01-31","Scope 1","Commercial Building",10,200000,200000,0,20,250000,,,100,150000,50000,30,100000,150,0,0,,0
"2023-02-24","2037-11-10","Scope 3","Scope 3 Fuel and Energy-Related Activity",0,100000,0,250000,0,50000,,250000,50,0,0,20,150000,200,250000,50000,,100000
"2023-02-24","2022-05-28","Scope 2","Private Jet",10,150000,200000,50000,,,20,100000,250,,,20,,300,250000,250000,0,
"2023-02-24","2027-06-02","Scope 1","Fleet Vehicles",30,250000,,,30,200000,,0,150,200000,150000,10,,150,150000,150000,,150000
"2023-02-24","2039-12-05","Scope 2","Commercial Building",15,200000,50000,150000,50,150000,,50000,350,100000,250000,25,250000,200,50000,0,,200000
"2023-02-24","2020-05-22","Scope 1","Data Center",20,50000,100000,50000,,,0,200000,200,,,,,150,100000,150000,50000,
"2023-02-24","2041-03-11","Scope 3","Scope 3 Use of Sold Products",,200000,0,250000,10,0,,150000,300,100000,,15,150000,250,200000,,,
"2023-02-24","2023-10-18","Scope 2","Commercial Building",,150000,150000,100000,0,250000,50,,50,250000,50000,0,0,200,,200000,,250000
"2023-02-24","2031-10-26","Scope 3","Scope 3 Upstream Transportation Distribution",30,100000,250000,200000,20,200000,,250000,100,200000,200000,30,250000,150,0,250000,,100000
"2023-02-24","2028-07-25","Scope 1","Fleet Vehicles",10,100000,,100000,40,50000,,0,200,,250000,10,50000,150,250000,150000,,200000
"2023-02-24","2022-03-07","Scope 1","Data Center",20,250000,250000,150000,,,30,100000,350,,,25,,250,,100000,150000,
"2023-02-24","2033-06-10","Scope 3","Scope 3 Business Travel",15,150000,50000,0,,150000,,250000,300,0,100000,,100000,200,0,150000,,50000
"2023-02-24","2021-05-14","Scope 2","Private Jet",0,200000,0,150000,,,0,200000,250,,,15,,100,100000,200000,150000,
"2023-02-24","2040-05-24","Scope 1","Data Center",10,50000,100000,0,30,,,50000,100,150000,0,30,200000,250,200000,,,150000
"2023-02-24","2025-11-25","Scope 2","Private Jet",0,50000,200000,200000,50,100000,,,50,50000,150000,20,,150,150000,0,,0
"2023-02-24","2034-04-30","Scope 3","Scope 3 Downstream Leased Assets",,150000,150000,,,200000,,150000,150,50000,150000,0,200000,200,50000,50000,,50000
"2023-02-24","2035-09-24","Scope 2","Commercial Building",20,200000,50000,100000,20,50000,,,200,200000,0,25,250000,200,50000,0,,
"2023-02-24","2026-03-11","Scope 1","Fleet Vehicles",30,250000,200000,50000,10,100000,,100000,100,100000,100000,0,100000,150,100000,150000,,0
"2023-02-24","2038-03-25","Scope 3","Scope 3 Franchising",15,200000,100000,100000,40,,,50000,150,0,200000,30,150000,200,,150000,,150000
"2023-02-24","2037-09-28","Scope 2","Commercial Building",15,200000,150000,150000,50,0,,0,50,150000,,20,0,250,200000,0,,100000
"2023-02-24","2029-08-13","Scope 3","Scope 3 Purchased Goods Services",0,100000,250000,250000,30,250000,,250000,250,250000,50000,15,50000,150,0,0,,250000
"2023-02-24","2024-12-01","Scope 1","Fleet Vehicles",20,250000,,150000,0,150000,,200000,350,,250000,,,150,150000,150000,,200000
"2023-02-24","2032-10-10","Scope 1","Data Center",30,200000,0,200000,50,0,,150000,300,150000,200000,10,0,150,250000,250000,,0
"2023-02-24","2036-07-03","Scope 3","Scope 3 Downstream Transportation Distribution",,100000,150000,,30,50000,,250000,300,,150000,15,150000,200,150000,100000,,150000
"2023-02-24","2030-01-30","Scope 2","Private Jet",10,50000,0,250000,,,,200000,150,0,0,25,,200,50000,,,
"2023-02-24","2026-03-10","Scope 1","Commercial Building",10,150000,50000,100000,40,200000,,100000,250,50000,,20,50000,150,0,50000,,200000
"2023-02-24","2023-07-11","Scope 3","Scope 3 Capital Goods",,250000,,0,10,250000,20,50000,100,250000,250000,,100000,200,250000,200000,50000,100000
"2023-02-24","2025-10-12","Scope 2","Private Jet",30,200000,250000,50000,0,100000,,150000,350,100000,100000,10,200000,150,,200000,,50000
"2023-02-24","2028-04-18","Scope 1","Data Center",15,100000,200000,50000,20,150000,,0,50,200000,50000,0,250000,200,100000,100000,,250000
"2023-02-24","2027-07-31","Scope 2","Fleet Vehicles",20,50000,100000,0,,,,,200,150000,250000,30,200000,150,200000,150000,,250000
"2023-02-24","2031-08-01","Scope 3","Data Center",0,150000,150000,200000,0,150000,,,350,0,50000,30,,150,50000,,,50000
"2023-02-24","2038-07-16","Scope 3","Commercial Building",20,200000,,150000,10,0,,0,100,100000,,20,0,200,,250000,,200000
"2023-02-24","2039-08-12","Scope 1","Data Center",30,250000,0,250000,40,50000,,100000,250,,0,10,100000,250,250000,0,,0
"2023-02-24","2032-09-12","Scope 2","Fleet Vehicles",15,50000,100000,100000,30,100000,,50000,150,50000,200000,0,150000,200,200000,50000,,100000
"2023-02-24","2021-04-11","Scope 3","Scope 3 Waste Generated in Operations",10,100000,50000,,,,30,150000,300,,,,,100,0,150000,200000,
"2023-02-24","2030-09-06","Scope 2","Private Jet",0,150000,250000,200000,50,200000,,200000,50,250000,150000,15,250000,150,150000,100000,,
"2023-02-24","2024-05-04","Scope 1","Commercial Building",,150000,200000,250000,20,250000,,250000,200,200000,100000,25,50000,150,100000,250000,,150000
"2023-02-24","2020-04-04","Scope 3","Scope 3 Upstream Leased Assets",15,50000,250000,0,,,,,150,,,0,,250,,200000,100000,
"2023-02-24","2029-08-03","Scope 2","Commercial Building",30,150000,50000,100000,0,150000,,0,200,150000,200000,,100000,150,250000,100000,,100000
"2023-02-24","2036-08-25","Scope 1","Private Jet",20,250000,200000,150000,50,200000,,150000,300,50000,,20,,200,200000,,,150000
"2023-02-24","2034-07-02","Scope 2","Data Center",,200000,,,10,0,,100000,250,200000,100000,15,250000,150,150000,0,,0
"2023-02-24","2040-09-15","Scope 1","Fleet Vehicles",0,100000,150000,100000,,50000,,50000,100,,150000,10,0,250,100000,50000,,
"2023-02-24","2037-02-14","Scope 3","Scope 3 End-Life Treatment of Sold Product",10,100000,0,50000,20,,,200000,350,250000,50000,30,200000,200,50000,50000,,50000
"2023-02-24","2022-11-04","Scope 1","Commercial Building",15,150000,100000,100000,,,70,250000,50,,,25,,300,0,200000,,
"2023-02-24","2033-03-31","Scope 2","Data Center",10,250000,250000,200000,30,250000,,100000,250,100000,250000,30,50000,150,100000,50000,,250000
"2023-02-24","2035-10-05","Scope 3","Scope 3 Uncategorized Emissions",30,200000,100000,,40,100000,,0,350,0,0,25,150000,200,150000,100000,,200000
"2023-02-24","2041-02-01","Scope 2","Private Jet",0,50000,200000,50000,50,250000,,150000,50,200000,,15,150000,250,200000,,,100000
"2023-02-24","2022-01-30","Scope 3","Scope 3 Investments",20,100000,0,0,,,90,250000,200,,,,,150,0,250000,0,
"2023-02-24","2037-04-12","Scope 1","Fleet Vehicles",,150000,,150000,40,,,,300,0,250000,0,100000,200,250000,100000,,50000
"2023-02-24","2034-10-24","Scope 2","Private Jet",10,50000,150000,250000,,50000,,200000,100,,200000,10,50000,200,50000,0,,250000
"2023-02-24","2029-08-14","Scope 1","Data Center",30,200000,50000,150000,30,200000,,50000,150,100000,150000,20,250000,150,,150000,,150000
"2023-02-24","2020-05-05","Scope 3","Fleet Vehicles",20,250000,0,100000,,,50,50000,250,,,30,,350,100000,50000,250000,
"2023-02-24","2033-10-31","Scope 3","Scope 3 Processing Sold Products",0,100000,250000,200000,20,100000,,250000,200,250000,0,25,0,200,50000,0,,200000
"2023-02-24","2028-10-28","Scope 1","Fleet Vehicles",15,200000,,,0,0,,,300,150000,50000,,,150,,150000,,0
"2023-02-24","2031-09-30","Scope 2","Commercial Building",,200000,100000,100000,10,150000,,100000,50,50000,100000,10,200000,200,200000,100000,,
"2023-02-24","2025-10-17","Scope 3","Private Jet",0,250000,50000,250000,30,100000,,200000,100,50000,150000,15,200000,150,150000,100000,,0
"2023-02-24","2023-12-19","Scope 1","Commercial Building",10,150000,150000,50000,0,0,0,0,150,0,0,20,,250,0,,250000,250000
"2023-02-24","2041-03-28","Scope 2","Private Jet",15,50000,200000,0,40,200000,,150000,350,150000,,0,250000,200,250000,150000,,50000
"2023-02-24","2036-09-10","Scope 2","Fleet Vehicles",20,250000,250000,250000,50,50000,,200000,200,250000,50000,,100000,200,250000,200000,,
"2023-02-24","2040-06-08","Scope 3","Scope 3 Employee Commuting",30,150000,100000,0,,150000,,50000,150,100000,200000,20,50000,200,,250000,,100000
"2023-02-24","2032-10-05","Scope 1","Data Center",,50000,0,50000,20,,,,50,200000,100000,0,150000,150,100000,250000,,200000
"2023-02-24","2035-10-03","Scope 2","Commercial Building",20,150000,200000,150000,10,250000,,100000,250,,250000,25,0,200,0,0,,150000
"2023-02-24","2024-11-09","Scope 1","Fleet Vehicles",30,200000,,100000,0,150000,,0,300,250000,,10,150000,150,150000,150000,,250000
"2023-02-24","2038-10-18","Scope 3","Scope 3 Downstream Leased Assets",0,100000,150000,,,200000,,150000,100,100000,200000,15,0,250,50000,150000,,200000
"2023-02-24","2027-03-25","Scope 1","Private Jet",,150000,50000,150000,50,50000,,250000,350,0,50000,30,250000,200,200000,0,,150000
"2023-02-24","2026-09-24","Scope 3","Scope 3 Processing Sold Products",15,50000,100000,200000,30,,,100000,200,,150000,10,200000,150,200000,50000,,100000
"2023-02-24","2039-06-22","Scope 2","Data Center",10,200000,150000,100000,40,0,,250000,300,200000,100000,30,50000,200,100000,200000,,
"2023-02-24","2030-01-24","Scope 2","Commercial Building",30,200000,200000,100000,10,100000,,0,100,150000,0,15,,150,,50000,,0
"2023-02-24","2021-02-14","Scope 3","Scope 3 Business Travel",15,250000,50000,150000,,,50,50000,350,,,20,,100,0,100000,0,
"2023-02-24","2029-04-14","Scope 1","Data Center",10,100000,250000,0,20,250000,,,250,50000,250000,,100000,150,250000,,,50000
"2023-02-24","2020-08-06","Scope 2","Fleet Vehicles",0,250000,0,,,,30,150000,150,,,0,,150,150000,200000,100000,
