"ForecastStatus","ProductFamily","OwnerName","AccountId","ProductName","ExternalId","LastProcessedDate","Time","ParentName","AccountType","SalesAgreementName","Industry","DerivedStatus","AccountName","Plan","UnitPrice","Price","Forecast","Attainment","Actual"
"Expired","Attachments","Kasey Central","0013h00000CPh77AAD","Compactor 9500","Account.046","2020-06-19","2020-05-03","Advanced Communications","Enterprise","Silodyne Company SA_Monthly12_2020-05-03","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",10000,13000,12557,11584,89,10310
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Pickup Broom PB200","Account.045","2020-06-19","2020-08-08","Ohana Technologies","Mid-Market","Momentum Design SA_Quarterly18_2020-08-08","Financial Services","Upcoming Renewal","Momentum Design",20000,7500,6400,22695,99,22468
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2019-09-23","Ohana Technologies","Partner","Acme Partners SA_Yearly18_2019-09-23","Technology","Approved","Acme Partners",15000,20500,19447,16042,110,17646
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Pulverizer P10","Account.010","2020-06-19","2020-01-20","Ohana Technologies","Partner","Acme Partners SA_Yearly6_2020-01-20","Technology","Pending Approval","Acme Partners",27500,4500,4252,37382,85,31775
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Compactor 9500","Account.052","2020-06-19","2020-02-04","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly12_2020-02-04","Communications","Upcoming Renewal","Red Studio Designs",32500,13000,12407,30684,108,33139
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Ripper 27","Account.059","2020-06-19","2019-08-01","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly6_2019-08-01","Technology","Approved","Integrity Systems",32500,1000,859,36162,102,36885
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Trencher T60","Account.045","2020-06-19","2020-12-09","Ohana Technologies","Mid-Market","Momentum Design SA_Quarterly6_2020-12-09","Financial Services","Upcoming Renewal","Momentum Design",35000,9000,8139,39323,99,38930
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Ripper 34","Account.001","2020-06-19","2019-07-09","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly18_2019-07-09","Technology","Approved","Ohana Incorporated.",37500,1350,1274,51436,85,43721
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Compactor 3500","Account.044","2020-06-19","2019-11-24","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly12_2019-11-24","Financial Services","Pending Approval","Wellspring, Inc.",7500,5750,5563,8268,105,8681
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Hammer H700","Account.019","2020-06-19","2019-06-06","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly18_2019-06-06","Consumer","Upcoming Renewal","Haven Enterprises",17500,5750,5359,20446,94,19219
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Trencher T48","Account.011","2020-06-19","2020-06-15","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly6_2020-06-15","Technology","Upcoming Renewal","Meridian Partners",27500,6400,6149,31480,91,28647
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Backhoe Attachment R2","Account.046","2020-06-19","2019-09-05","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly6_2019-09-05","Healthcare & Life Sciences","Approved","Silodyne Company",32500,20500,18944,38034,89,33850
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Sweeper S1000","Account.054","2020-06-19","2019-03-26","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Yearly12_2019-03-26","Manufacturing","Upcoming Renewal","Tech Labs",30000,7500,6173,34397,92,31645
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Hammer H500","Account.052","2020-06-19","2019-04-23","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly18_2019-04-23","Communications","Approved","Red Studio Designs",12500,4200,4073,11631,108,12561
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Backhoe Attachment R1","Account.001","2020-06-19","2020-04-07","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Monthly18_2020-04-07","Technology","Pending Approval","Ohana Incorporated.",40000,19500,18140,54173,85,46047
"Expired","Attachments","Kasey Central","0013h00000CPh77AAD","Pulverizer P20","Account.046","2020-06-19","2019-05-03","Advanced Communications","Enterprise","Silodyne Company SA_Yearly6_2019-05-03","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",5000,4750,4190,5796,89,5158
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2019-01-28","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2019-01-28","Technology","Approved","Acme Partners",27500,20500,19798,29692,110,32661
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Pickup Broom PB100","Account.010","2020-06-19","2020-10-03","Ohana Technologies","Partner","Acme Partners SA_Monthly18_2020-10-03","Technology","Pending Approval","Acme Partners",27500,6900,6608,29655,110,32620
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Trencher T36","Account.059","2020-06-19","2020-07-01","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly6_2020-07-01","Technology","Upcoming Renewal","Integrity Systems",10000,6000,5757,11081,102,11303
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Compactor 9000","Account.044","2020-06-19","2020-11-04","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly18_2020-11-04","Financial Services","Upcoming Renewal","Wellspring, Inc.",22500,8100,7768,25150,105,26407
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 37","Account.019","2020-06-19","2019-12-30","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly18_2019-12-30","Consumer","Approved","Haven Enterprises",10000,2000,1694,11528,94,10836
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Ripper 19","Account.011","2020-06-19","2019-10-21","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly6_2019-10-21","Technology","Upcoming Renewal","Meridian Partners",35000,800,674,39393,91,35848
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Utility Broom UB1000","Account.054","2020-06-19","2020-03-18","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly18_2020-03-18","Manufacturing","Approved","Tech Labs",32500,4500,4338,37522,92,34520
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Pickup Broom PB200","Account.045","2020-06-19","2019-02-03","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly6_2019-02-03","Financial Services","Pending Approval","Momentum Design",12500,7500,7439,14093,99,13952
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Hammer H500","Account.011","2020-06-19","2020-01-18","Advanced Communications","Mid-Market","Meridian Partners SA_Quarterly12_2020-01-18","Technology","Approved","Meridian Partners",20000,4200,4035,24185,91,22008
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2019-09-14","Ohana Technologies","Partner","Acme Partners SA_Monthly18_2019-09-14","Technology","Upcoming Renewal","Acme Partners",12500,20500,18938,13936,102,14215
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Compactor 3500","Account.045","2020-06-19","2020-05-16","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly6_2020-05-16","Financial Services","Upcoming Renewal","Momentum Design",7500,5750,5513,8537,99,8452
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Compactor 9000","Account.044","2020-06-19","2019-03-11","Ohana Technologies","Small Business","Wellspring, Inc. SA_Yearly12_2019-03-11","Financial Services","Approved","Wellspring, Inc.",35000,8100,7372,38430,105,40351
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Backhoe Attachment R1","Account.054","2020-06-19","2019-12-30","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly18_2019-12-30","Manufacturing","Pending Approval","Tech Labs",25000,19500,18886,28728,92,26430
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2019-04-11","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2019-04-11","Technology","Upcoming Renewal","Acme Partners",37500,20500,19772,40491,110,44540
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Trencher T36","Account.019","2020-06-19","2019-06-11","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly18_2019-06-11","Consumer","Approved","Haven Enterprises",12500,6000,5728,14562,94,13688
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Ripper 37","Account.046","2020-06-19","2019-07-01","Advanced Communications","Enterprise","Silodyne Company SA_Monthly6_2019-07-01","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",17500,2000,1905,20639,89,18369
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Ripper 27","Account.001","2020-06-19","2020-10-06","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly6_2020-10-06","Technology","Pending Approval","Ohana Incorporated.",12500,1000,837,17178,85,14601
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Trencher T60","Account.059","2020-06-19","2019-11-21","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly12_2019-11-21","Technology","Approved","Integrity Systems",5000,9000,8451,5559,102,5670
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Hammer H700","Account.052","2020-06-19","2019-04-03","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly18_2019-04-03","Communications","Upcoming Renewal","Red Studio Designs",35000,5750,5401,33009,108,35650
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Pickup Broom PB100","Account.045","2020-06-19","2020-07-26","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly18_2020-07-26","Financial Services","Upcoming Renewal","Momentum Design",20000,6900,6584,23004,99,22774
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Pickup Broom PB200","Account.046","2020-06-19","2019-05-24","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly6_2019-05-24","Healthcare & Life Sciences","Approved","Silodyne Company",20000,7500,7197,23417,89,20841
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Ripper 34","Account.052","2020-06-19","2019-01-19","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly18_2019-01-19","Communications","Upcoming Renewal","Red Studio Designs",27500,1350,1336,25514,108,27555
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Pulverizer P20","Account.011","2020-06-19","2020-09-30","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly6_2020-09-30","Technology","Pending Approval","Meridian Partners",40000,4750,4555,47897,91,43586
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Pulverizer P10","Account.044","2020-06-19","2019-10-20","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly6_2019-10-20","Financial Services","Approved","Wellspring, Inc.",17500,4500,3799,19421,105,20392
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 19","Account.019","2020-06-19","2020-03-21","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Yearly12_2020-03-21","Consumer","Upcoming Renewal","Haven Enterprises",15000,800,766,17626,94,16568
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Sweeper S1000","Account.059","2020-06-19","2020-11-20","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly12_2020-11-20","Technology","Upcoming Renewal","Integrity Systems",27500,7500,7180,30659,102,31272
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Utility Broom UB1000","Account.054","2020-06-19","2020-06-07","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Yearly12_2020-06-07","Manufacturing","Approved","Tech Labs",32500,4500,4242,37557,92,34552
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2020-12-07","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2020-12-07","Technology","Pending Approval","Acme Partners",32500,20500,19243,34605,110,38066
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Trencher T48","Account.001","2020-06-19","2019-02-11","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Monthly12_2019-02-11","Technology","Upcoming Renewal","Ohana Incorporated.",27500,6400,6044,37247,85,31660
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Compactor 9500","Account.010","2020-06-19","2020-08-22","Ohana Technologies","Partner","Acme Partners SA_Quarterly6_2020-08-22","Technology","Approved","Acme Partners",15000,13000,12304,17204,99,17032
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2019-07-05","Ohana Technologies","Partner","Acme Partners SA_Yearly12_2019-07-05","Technology","Upcoming Renewal","Acme Partners",37500,20500,19113,40073,110,44080
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Compactor 9500","Account.054","2020-06-19","2020-04-27","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly6_2020-04-27","Manufacturing","Pending Approval","Tech Labs",32500,13000,11895,37691,92,34676
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Backhoe Attachment R1","Account.052","2020-06-19","2019-08-13","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly12_2019-08-13","Communications","Approved","Red Studio Designs",15000,19500,16093,13856,108,14965
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Trencher T36","Account.019","2020-06-19","2020-02-20","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly18_2020-02-20","Consumer","Upcoming Renewal","Haven Enterprises",40000,6000,5586,46026,94,43264
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Ripper 37","Account.059","2020-06-19","2020-12-31","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly6_2020-12-31","Technology","Upcoming Renewal","Integrity Systems",10000,2000,1904,11180,102,11404
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Utility Broom UB1000","Account.045","2020-06-19","2019-02-13","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly6_2019-02-13","Financial Services","Approved","Momentum Design",25000,4500,4119,28293,99,28010
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Hammer H700","Account.046","2020-06-19","2020-08-14","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly6_2020-08-14","Healthcare & Life Sciences","Upcoming Renewal","Silodyne Company",20000,5750,5565,23711,89,21103
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Pulverizer P10","Account.011","2020-06-19","2020-05-29","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly6_2020-05-29","Technology","Pending Approval","Meridian Partners",30000,4500,4245,35491,91,32297
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 19","Account.010","2020-06-19","2019-05-17","Ohana Technologies","Partner","Acme Partners SA_Monthly18_2019-05-17","Technology","Approved","Acme Partners",37500,800,753,45468,91,41376
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Compactor 9000","Account.044","2020-06-19","2019-11-07","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly12_2019-11-07","Financial Services","Upcoming Renewal","Wellspring, Inc.",12500,8100,7740,13865,105,14558
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Pickup Broom PB100","Account.001","2020-06-19","2020-02-23","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly12_2020-02-23","Technology","Approved","Ohana Incorporated.",37500,6900,5684,51399,85,43689
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Compactor 3500","Account.054","2020-06-19","2020-10-28","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly6_2020-10-28","Manufacturing","Pending Approval","Tech Labs",20000,5750,5548,23120,92,21270
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Pickup Broom PB200","Account.052","2020-06-19","2019-09-01","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly6_2019-09-01","Communications","Upcoming Renewal","Red Studio Designs",30000,7500,7037,27739,108,29958
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Ripper 27","Account.044","2020-06-19","2020-01-25","Ohana Technologies","Small Business","Wellspring, Inc. SA_Yearly12_2020-01-25","Financial Services","Upcoming Renewal","Wellspring, Inc.",40000,1000,924,43910,105,46105
"Expired","Attachments","Cindy Central","0013h00000CPh76AAD","Trencher T48","Account.059","2020-06-19","2019-08-06","Advanced Communications","Mid-Market","Integrity Systems SA_Monthly6_2019-08-06","Technology","Approved","Integrity Systems",5000,6400,6073,5593,102,5705
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Sweeper S1000","Account.011","2020-06-19","2020-12-08","Advanced Communications","Mid-Market","Meridian Partners SA_Yearly18_2020-12-08","Technology","Approved","Meridian Partners",20000,7500,7031,22841,91,20785
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Pulverizer P20","Account.046","2020-06-19","2020-03-16","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly6_2020-03-16","Healthcare & Life Sciences","Pending Approval","Silodyne Company",7500,4750,4534,8718,89,7759
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Trencher T60","Account.019","2020-06-19","2019-12-21","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly12_2019-12-21","Consumer","Upcoming Renewal","Haven Enterprises",37500,9000,7408,44048,94,41405
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2020-02-01","Ohana Technologies","Partner","Acme Partners SA_Quarterly6_2020-02-01","Technology","Approved","Acme Partners",22500,20500,19122,24086,110,26495
"Expired","Attachments","Cindy Central","0013h00000CPh5nAAD","Ripper 34","Account.001","2020-06-19","2020-11-28","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly12_2020-11-28","Technology","Upcoming Renewal","Ohana Incorporated.",37500,1350,1309,51358,85,43654
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Hammer H500","Account.010","2020-06-19","2019-04-28","Ohana Technologies","Partner","Acme Partners SA_Monthly18_2019-04-28","Technology","Upcoming Renewal","Acme Partners",10000,4200,4018,9362,108,10111
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Backhoe Attachment R2","Account.045","2020-06-19","2019-07-11","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly6_2019-07-11","Financial Services","Approved","Momentum Design",30000,20500,18427,34357,99,34013
"Active","Attachments","Ricky East","0013h00000CPh5mAAD","Pulverizer P20","Account.011","2020-06-19","2019-03-17","Advanced Communications","Mid-Market","Meridian Partners SA_Quarterly12_2019-03-17","Technology","Upcoming Renewal","Meridian Partners",17500,4750,4543,21005,91,19115
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Backhoe Attachment R2","Account.046","2020-06-19","2020-06-19","Advanced Communications","Enterprise","Silodyne Company SA_Monthly18_2020-06-19","Healthcare & Life Sciences","Pending Approval","Silodyne Company",12500,20500,19195,14721,89,13102
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Compactor 3500","Account.054","2020-06-19","2019-10-30","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Quarterly6_2019-10-30","Manufacturing","Approved","Tech Labs",22500,5750,4986,25948,92,23872
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 27","Account.010","2020-06-19","2020-09-02","Ohana Technologies","Partner","Acme Partners SA_Yearly6_2020-09-02","Technology","Upcoming Renewal","Acme Partners",27500,1000,956,32257,94,30322
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Ripper 19","Account.059","2020-06-19","2020-07-30","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly18_2020-07-30","Technology","Upcoming Renewal","Integrity Systems",27500,800,739,30550,102,31161
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Utility Broom UB1000","Account.044","2020-06-19","2019-06-30","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly18_2019-06-30","Financial Services","Pending Approval","Wellspring, Inc.",25000,4500,4325,27715,105,29101
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Sweeper S1000","Account.052","2020-06-19","2019-01-09","Ohana Technologies","Enterprise","Red Studio Designs SA_Monthly6_2019-01-09","Communications","Approved","Red Studio Designs",35000,7500,7213,32507,108,35108
"Expired","Attachments","Paul Partner","0013h00000CPh6xAAD","Trencher T48","Account.045","2020-06-19","2020-04-13","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly12_2020-04-13","Financial Services","Upcoming Renewal","Momentum Design",30000,6400,5392,33990,99,33650
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Hammer H700","Account.019","2020-06-19","2020-08-03","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly12_2020-08-03","Consumer","Approved","Haven Enterprises",30000,5750,5387,34784,94,32697
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Backhoe Attachment R1","Account.001","2020-06-19","2020-06-04","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Monthly6_2020-06-04","Technology","Upcoming Renewal","Ohana Incorporated.",15000,19500,17431,20374,85,17318
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R2","Account.010","2020-06-19","2020-10-13","Ohana Technologies","Partner","Acme Partners SA_Quarterly12_2020-10-13","Technology","Pending Approval","Acme Partners",10000,20500,19457,10730,110,11803
"Active","Attachments","Vance Channel","0013h00000CPh5uAAD","Pickup Broom PB100","Account.052","2020-06-19","2019-05-28","Ohana Technologies","Enterprise","Red Studio Designs SA_Yearly12_2019-05-28","Communications","Approved","Red Studio Designs",12500,6900,6627,11583,108,12510
"Expired","Attachments","Kasey Central","0013h00000CPh6yAAD","Trencher T36","Account.044","2020-06-19","2019-04-01","Ohana Technologies","Small Business","Wellspring, Inc. SA_Monthly12_2019-04-01","Financial Services","Upcoming Renewal","Wellspring, Inc.",10000,6000,5767,11178,105,11737
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Ripper 37","Account.045","2020-06-19","2019-07-21","Ohana Technologies","Mid-Market","Momentum Design SA_Monthly18_2019-07-21","Financial Services","Upcoming Renewal","Momentum Design",15000,2000,1996,17218,99,17046
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Trencher T60","Account.010","2020-06-19","2019-09-26","Ohana Technologies","Partner","Acme Partners SA_Yearly18_2019-09-26","Technology","Approved","Acme Partners",27500,9000,8694,29445,110,32390
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Pickup Broom PB200","Account.010","2020-06-19","2020-04-25","Ohana Technologies","Partner","Acme Partners SA_Quarterly6_2020-04-25","Technology","Pending Approval","Acme Partners",32500,7500,7121,37658,89,33516
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Pulverizer P10","Account.046","2020-06-19","2020-11-12","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly18_2020-11-12","Healthcare & Life Sciences","Approved","Silodyne Company",10000,4500,4341,11624,89,10345
"Expired","Attachments","Bill West","0013h00000CPh6hAAD","Ripper 34","Account.019","2020-06-19","2019-03-29","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Monthly18_2019-03-29","Consumer","Upcoming Renewal","Haven Enterprises",35000,1350,1304,40682,94,38241
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Trencher T60","Account.059","2020-06-19","2020-07-07","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly6_2020-07-07","Technology","Upcoming Renewal","Integrity Systems",30000,9000,8931,33625,102,34297
"Active","Attachments","Ely East","0013h00000CPh5tAAD","Compactor 9000","Account.054","2020-06-19","2020-12-13","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Yearly12_2020-12-13","Manufacturing","Approved","Tech Labs",35000,8100,7791,40530,92,37288
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Compactor 9500","Account.011","2020-06-19","2020-02-20","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly12_2020-02-20","Technology","Pending Approval","Meridian Partners",32500,13000,12450,39991,91,36392
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Hammer H500","Account.001","2020-06-19","2020-05-16","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Quarterly18_2020-05-16","Technology","Upcoming Renewal","Ohana Incorporated.",32500,4200,3642,44199,85,37569
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Hammer H500","Account.010","2020-06-19","2020-10-14","Ohana Technologies","Partner","Acme Partners SA_Monthly12_2020-10-14","Technology","Upcoming Renewal","Acme Partners",5000,4200,3979,5800,92,5336
"Active","Attachments","Cindy Central","0013h00000CPh76AAD","Trencher T48","Account.059","2020-06-19","2019-06-01","Advanced Communications","Mid-Market","Integrity Systems SA_Yearly18_2019-06-01","Technology","Approved","Integrity Systems",10000,6400,5970,11173,102,11396
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Compactor 9500","Account.046","2020-06-19","2019-08-24","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly12_2019-08-24","Healthcare & Life Sciences","Approved","Silodyne Company",37500,13000,12094,43922,89,39091
"Expired","Attachments","Ricky East","0013h00000CPh5mAAD","Compactor 3500","Account.011","2020-06-19","2020-03-06","Advanced Communications","Mid-Market","Meridian Partners SA_Monthly6_2020-03-06","Technology","Pending Approval","Meridian Partners",27500,5750,5315,32787,91,29836
"Active","Attachments","Cindy Central","0013h00000CPh5nAAD","Compactor 9000","Account.001","2020-06-19","2020-01-18","Ohana Technologies","Enterprise","Ohana Incorporated. SA_Yearly18_2020-01-18","Technology","Upcoming Renewal","Ohana Incorporated.",37500,8100,7294,50756,85,43143
"Expired","Attachments","Vance Channel","0013h00000CPh5uAAD","Trencher T60","Account.052","2020-06-19","2019-11-19","Ohana Technologies","Enterprise","Red Studio Designs SA_Quarterly18_2019-11-19","Communications","Upcoming Renewal","Red Studio Designs",30000,9000,8493,28224,108,30482
"Active","Attachments","Kasey Central","0013h00000CPh6yAAD","Trencher T36","Account.044","2020-06-19","2019-01-08","Ohana Technologies","Small Business","Wellspring, Inc. SA_Quarterly6_2019-01-08","Financial Services","Approved","Wellspring, Inc.",30000,6000,5342,33489,105,35163
"Active","Attachments","Paul Partner","0013h00000CPh6xAAD","Pickup Broom PB100","Account.045","2020-06-19","2019-02-02","Ohana Technologies","Mid-Market","Momentum Design SA_Yearly6_2019-02-02","Financial Services","Pending Approval","Momentum Design",35000,6900,6445,39470,99,39075
"Expired","Attachments","Ely East","0013h00000CPh5tAAD","Sweeper S1000","Account.054","2020-06-19","2019-09-02","Permadyne GmbH, LTD","Small Business","Tech Labs SA_Monthly6_2019-09-02","Manufacturing","Upcoming Renewal","Tech Labs",22500,7500,7063,26108,92,24019
"Active","Attachments","Bill West","0013h00000CPh6hAAD","Pickup Broom PB200","Account.019","2020-06-19","2019-12-13","Permadyne GmbH, LTD","Person","Haven Enterprises SA_Quarterly18_2019-12-13","Consumer","Upcoming Renewal","Haven Enterprises",20000,7500,7477,23579,94,22164
"Expired","Attachments","Vance Channel","0013h00000CPh5kAAD","Backhoe Attachment R1","Account.010","2020-06-19","2020-01-14","Ohana Technologies","Partner","Acme Partners SA_Monthly18_2020-01-14","Technology","Approved","Acme Partners",17500,19500,18367,18703,110,20573
"Active","Attachments","Vance Channel","0013h00000CPh5kAAD","Ripper 19","Account.010","2020-06-19","2019-10-15","Ohana Technologies","Partner","Acme Partners SA_Yearly6_2019-10-15","Technology","Approved","Acme Partners",40000,800,798,44851,105,47094
"Active","Attachments","Kasey Central","0013h00000CPh77AAD","Ripper 37","Account.046","2020-06-19","2020-09-20","Advanced Communications","Enterprise","Silodyne Company SA_Quarterly12_2020-09-20","Healthcare & Life Sciences","Pending Approval","Silodyne Company",25000,2000,1935,29617,89,26359
